Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,80.930000,80.930000,78.629997,80.410004,76.552139,2542200
2023-01-04,81.449997,82.959999,80.830002,81.940002,78.008736,1937300
2023-01-05,81.059998,81.660004,80.050003,81.510002,77.599373,2122400
2023-01-06,82.050003,83.330002,81.739998,83.040001,79.055962,1706300
2023-01-09,83.309998,83.510002,81.870003,82.059998,78.122971,1796400
2023-01-10,82.650002,84.279999,82.330002,84.269997,80.226944,1555000
2023-01-11,84.940002,86.889999,84.269997,85.849998,81.731148,2899000
2023-01-12,86.349998,86.699997,84.830002,86.400002,82.254753,2584100
2023-01-13,84.980003,86.510002,84.980003,85.779999,81.664497,1739000
2023-01-17,85.169998,85.500000,84.080002,84.419998,80.369751,2092900
2023-01-18,85.190002,86.440002,82.849998,82.959999,78.979805,2172600
2023-01-19,82.360001,83.000000,80.790001,81.519997,77.608871,1880900
2023-01-20,81.660004,83.000000,80.879997,82.669998,78.703705,2417300
2023-01-23,83.279999,84.720001,82.639999,84.239998,80.198387,2266400
2023-01-24,83.959999,84.980003,83.489998,83.629997,79.617653,2050600
2023-01-25,82.980003,84.029999,81.680000,84.000000,79.969902,2645600
2023-01-26,84.550003,85.290001,83.510002,83.949997,79.922295,1442800
2023-01-27,83.580002,85.480003,83.120003,85.180000,81.093292,1986400
2023-01-30,84.449997,87.000000,84.129997,86.379997,82.235718,2462700
2023-01-31,86.910004,88.730003,86.650002,88.720001,84.463448,2787600
2023-02-01,88.260002,90.129997,86.230003,89.650002,85.348831,2689700
2023-02-02,90.790001,93.320000,90.389999,91.419998,87.033905,2893300
2023-02-03,90.010002,91.330002,89.510002,90.320000,85.986687,1427900
2023-02-06,89.370003,90.269997,87.839996,87.970001,83.749435,1682700
2023-02-07,87.559998,88.019997,85.800003,87.790001,83.578056,1966500
2023-02-08,86.900002,87.760002,86.300003,86.400002,82.254753,1291000
2023-02-09,87.779999,88.110001,84.669998,84.959999,80.883850,1273400
2023-02-10,84.250000,85.580002,83.919998,85.519997,81.416969,1639700
2023-02-13,86.040001,87.489998,85.339996,87.260002,83.073494,1580000
2023-02-14,86.860001,88.720001,86.339996,88.309998,84.073112,2123500
2023-02-15,87.519997,89.190002,87.169998,88.949997,84.682411,1908000
2023-02-16,87.910004,89.230003,87.300003,88.199997,83.968391,1394500
2023-02-17,88.000000,88.220001,86.209999,86.940002,82.768852,2307300
2023-02-21,85.180000,85.180000,82.959999,83.129997,79.141640,1860200
